bval E=0.010000,doca E=0.010000,bval E=0.014384,doca E=0.014384,bval E=0.020691,doca E=0.020691,bval E=0.029764,doca E=0.029764,bval E=0.042813,doca E=0.042813,bval E=0.061585,doca E=0.061585,bval E=0.088587,doca E=0.088587,bval E=0.127427,doca E=0.127427,bval E=0.183298,doca E=0.183298,bval E=0.263665,doca E=0.263665,bval E=0.379269,doca E=0.379269,bval E=0.545559,doca E=0.545559,bval E=0.784760,doca E=0.784760,bval E=1.128838,doca E=1.128838,bval E=1.623777,doca E=1.623777,bval E=2.335721,doca E=2.335721,bval E=3.359818,doca E=3.359818,bval E=4.832930,doca E=4.832930,bval E=6.951928,doca E=6.951928,bval E=10.000000,doca E=10.000000
205.31730251895,1468.66755568371,142.735109641783,1021.00710469102,99.2284199845819,709.796784027307,68.9828827493628,493.445611005784,47.9564031469184,343.039834076656,33.3389459983245,238.478821452037,23.1769950901879,165.788758714371,16.1124800237413,115.25515074545,11.2012800410598,80.1245505205958,7.78704919251229,55.7020103188832,5.41350050211483,38.7236363062957,3.76342655117384,26.9203930019366,2.61630702731941,18.7148632852152,1.81883779798118,13.0104381373295,1.26444293457198,9.04476286818527,0.879031619292053,6.28785398909669,0.611096449344131,4.37127079663636,0.424829849353726,3.03887596796294,0.295338650871908,2.11260468140495,0.20531730251895,1.46866755568371
204.928091686525,1468.5609131955,142.464533074887,1020.93296760145,99.0403171044612,709.745244456709,68.8521149821627,493.409781067586,47.8654943371886,343.014925361733,33.2757468486913,238.46150509286,23.1330594966384,165.776720506215,16.0819363156099,115.246781869862,11.1800462751983,80.1187325385745,7.77228763144963,55.6979656996937,5.40323837120374,38.7208245161719,3.75629239169102,26.9184382656982,2.61134741104018,18.7135043666638,1.81538990847205,13.009493426942,1.26204598662321,9.04410611232939,0.877365278345259,6.28739741715684,0.609938021121945,4.37095339111284,0.424024518398773,3.03865530992952,0.294778790593486,2.1124512815297,0.204928091686525,1.4685609131955
204.538991619176,1468.45448817461,142.194033511074,1020.8589816936,98.852267756329,709.693809986548,68.7213844300153,493.374024194455,47.7746113990954,342.990067441118,33.2125656848335,238.444224045521,23.0891364066703,165.764706846595,16.0514012998782,115.238430060238,11.1588185522305,80.112926420689,7.75753027136314,55.6939293283659,5.39297916078101,38.7180184599021,3.74916026251067,26.9164875155938,2.60638920621259,18.712148219244,1.81194300019394,13.0085506430252,1.25964972081918,9.04345069574211,0.875699411620573,6.28694177626687,0.608779922575551,4.37063663284848,0.423219416632056,3.03843510186601,0.294219089645075,2.11229819447029,0.204538991619176,1.46845448817461
204.150002075158,1468.3482804751,141.923610782284,1020.785146866,98.6642718233518,709.642480546293,68.5906910116988,493.338340337358,47.683754276174,342.965260280725,33.1494024674971,238.426978286322,23.0452257929946,165.752717719035,16.0208749575752,115.230095305126,11.1375968589678,80.1071321589771,7.74277710308421,55.6899011993647,5.3827228644727,38.7152181336384,3.74203015920166,26.9145407489483,2.60143240975617,18.7107948410963,1.80849707100532,13.0076097842864,1.25725413567112,9.04279661752464,0.874034018083006,6.28648706580195,0.607622152985434,4.37032052140892,0.422414543553373,3.03821534347044,0.293659547678937,2.11214542001679,0.204150002075158,1.4683482804751
203.761122812976,1468.24228995137,141.653264720632,1020.71146301744,98.4763291888162,709.591256065581,68.4600346460751,493.302729447379,47.5929229120176,342.940503846546,33.0862571574686,238.409767791622,23.0013276283504,165.7407531071,15.9903572697491,115.2217775931,11.1163811822351,80.1013497454961,7.72802811745362,55.6858813071681,5.37246947591139,38.712423533542,3.73490207733743,26.912597963093,2.59647701859359,18.7094442303652,1.80505211876685,13.0066708494357,1.25485922969176,9.04214387678036,0.872369096698634,6.28603328513875,0.606464711632816,4.37000505636083,0.421609898663035,3.03799603444156,0.293100164347693,2.11199295795977,0.203761122812976,1.46824228995137
203.372353591379,1468.13651645818,141.382995158402,1020.63793004695,98.2884397361282,709.540136474213,68.3294152520886,493.267191475717,47.5021172502771,342.915798104655,33.0231297155745,238.392592537835,22.9574418855045,165.728812994396,15.9598482174677,115.213476912762,11.0951715088709,80.0955791723218,7.71328330532153,55.6818696462676,5.36221898873617,38.7096346557832,3.72777601249591,26.9106591553657,2.59152302965067,18.7080963852,1.80160814134139,13.0057338371865,1.25246500139538,9.04149247261478,0.870704646434587,6.28558043365544,0.605307597799655,4.36969023727189,0.420805481461864,3.03777717447883,0.292540939304318,2.11184080809031,0.203372353591379,1.46813651645818
202.983694169366,1468.03095985063,141.112801928052,1020.56454785379,98.1006033488129,709.489121702162,68.198832748767,493.231726373688,47.4113372346611,342.89114302121,32.9600201026814,238.375452501434,22.9135685372517,165.716897364564,15.9293477818182,115.205193252741,11.073967825727,80.0898204315491,7.69854265754749,55.6778662111673,5.35197139659267,38.7068514965415,3.72065196025958,26.9087243231103,2.58657043985638,18.7067513037542,1.79816513659398,13.0047987462551,1.25007144929777,9.04084240413552,0.869040666259055,6.28512851073164,0.604150810768643,4.36937606371083,0.420001291451193,3.03755876328244,0.291981872202141,2.11168897019997,0.202983694169366,1.46803095985063
202.59514430618,1467.92561998416,140.842684862209,1020.49131633747,97.9128199105143,709.438211679565,68.0682870552204,493.196334092725,47.3205828089355,342.866538562444,32.8969282796957,238.358347658947,22.8697075564143,165.705006201286,15.8988559439067,115.196926601692,11.0527701196688,80.0840735152917,7.68380616500032,55.6738709963849,5.34172669313295,38.7040740520056,3.71352991621541,26.9067934636772,2.58161924614281,18.7054089841858,1.79472310239183,13.003865575361,1.24767857191624,9.04019367045234,0.867377155141278,6.28467751574845,0.602994349823203,4.36906253524741,0.419197328132862,3.03734080055327,0.291422962694847,2.11153744408082,0.20259514430618,1.46792561998416
202.206703761308,1467.82049671457,140.572643793672,1020.41823539774,97.7250893049947,709.387406336726,67.9377780906411,493.161014584376,47.2298539169234,342.841984694675,32.8338542075637,238.341277986956,22.8258589158426,165.693139488285,15.8683726848591,115.188676948299,11.0315783775748,80.078338415682,7.66907381855816,55.6698839964509,5.33148487201557,38.7013023183731,3.70640987595486,26.9048665744229,2.57666944544519,18.7040694246573,1.79128203660432,13.0029343232267,1.2452863677696,9.03954627067714,0.865714112051544,6.28422744808849,0.601838214247487,4.36874965145241,0.41839359100922,3.03712328599294,0.29086421043647,2.11138622952542,0.202206703761308,1.46782049671457
201.818372294485,1467.71558989799,140.302678555407,1020.34530493458,97.537411416135,709.336705604115,67.8073057743041,493.125767800304,47.1391505025053,342.8174813843,32.7707978472715,238.3242434621,22.7820225884143,165.681297209319,15.8378979858201,115.180444281272,11.0103925863372,80.0726151248713,7.65434560910844,55.6659052059089,5.32124592690553,38.6985362918508,3.69929183507391,26.9029436527106,2.57172103470185,18.7027326233352,1.78784193710303,13.0020049885777,1.24289483537816,9.03890020392392,0.864051535961193,6.2837783071358,0.600682403326378,4.36843741189763,0.417590079583122,3.03690621930378,0.290305615081401,2.11123532632682,0.201818372294485,1.46771558989799
201.430149665688,1467.61089939089,140.032788980554,1020.27252484821,97.3497861279338,709.28610941237,67.6768700255658,493.090593692289,47.0484725096184,342.793028597796,32.7077591598447,238.307244061076,22.7381985470347,165.669479348188,15.8074318279536,115.172228589347,10.9892127328612,80.0669036350296,7.63962152754784,55.6619346193155,5.31100985147427,38.6957759686545,3.69217578917297,26.9010246959094,2.56677401085425,18.7013985783909,1.78440280176166,13.0010775701426,1.24050397326376,9.03825546930879,0.862389425842607,6.28333009227592,0.599526916345483,4.3681258161559,0.416786793357927,3.03668960018881,0.289747176284376,2.11108473427858,0.201430149665688,1.46761089939089
201.042035635136,1467.5064250501,139.762974902419,1020.19989503911,97.162213324507,709.235617692294,67.5464707638647,493.055492212225,46.9578198822569,342.76862630172,32.6447381063485,238.290279760634,22.6943867646366,165.657685888729,15.7769741924427,115.164029861289,10.9680388040655,80.0612039383458,7.62490156478225,55.6579722312405,5.30077663939963,38.6930213450091,3.68506173385692,26.8991097013949,2.56182837084692,18.7000672879997,1.78096462845608,13.000152066653,1.23811377994971,9.03761206595001,0.860727780669209,6.28288280289585,0.598371752591133,4.36781486380108,0.415983731837497,3.03647342835178,0.289188893700486,2.11093445317474,0.201042035635136,1.4675064250501
200.654029963294,1467.40216673278,139.493236154478,1020.12741540797,96.9746928900884,709.185230374855,67.4161079087208,493.020463312123,46.8671925644718,342.744274462711,32.5817346478873,238.273350537581,22.6505872141801,165.645916814817,15.7465250604895,115.155848085888,10.9468707868818,80.0555160270272,7.61018571172679,55.6540180362665,5.29054628436586,38.6902724171485,3.67794966473511,26.897198666549,2.55688411162752,18.6987387503416,1.77752741506431,12.9992284768437,1.23572425396083,9.03696999296792,0.859066599415461,6.28243643838408,0.597216911350383,4.36750455440802,0.415180894526199,3.03625770349714,0.288630766985169,2.11078448280984,0.200654029963294,1.46740216673278
200.266132410865,1467.29812429644,139.223572570375,1020.05508585573,96.7872247090283,709.134947391187,67.2857813797353,492.985506944107,46.7765905003702,342.719973047486,32.5187487456051,238.25645636878,22.6067998686527,165.634172110369,15.7160844133152,115.147683251963,10.9257086682552,80.0498398933001,7.59547395930572,55.6500720289893,5.28031878006359,38.6875291813157,3.67083957742129,26.8952915887598,2.55194123014677,18.6974129636008,1.77409115946653,12.9983067994522,1.23333539382343,9.03632924948497,0.857405881056863,6.28199099813054,0.596062391911006,4.36719488755263,0.414378280928897,3.03604242533006,0.288072795794211,2.11063482297891,0.200266132410865,1.46729812429644
199.878342738797,1467.19429759893,138.953983983921,1019.98290628357,96.5998086657938,709.084768672589,67.1554910965906,492.950623060416,46.6860136341161,342.695722022842,32.4557803606849,238.239597231147,22.5630247010693,165.622451759337,15.6856522321597,115.139535348357,10.9045524351439,80.0441755294092,7.58076629845252,55.6461342040174,5.27009412018982,38.6847916337627,3.66373146753368,26.8933884654218,2.54699972335846,18.6960899259659,1.77065585954504,12.9973870332194,1.2309471980653,9.03568983462574,0.855745624569949,6.28154648152663,0.594908193561496,4.36688586281182,0.413575890550958,3.03582759355641,0.287514979783745,2.11048547347747,0.199878342738797,1.46719429759893
199.490660708276,1467.09068649843,138.684470229096,1019.9108765929,96.4124446449687,709.034694150527,67.0252369790501,492.915811613407,46.5954619099295,342.671521355656,32.3928294543489,238.222773101657,22.5192616844716,165.610755745714,15.655228498282,115.131404363942,10.8834020745193,80.038522927618,7.56606272010975,55.6422045559725,5.2598722984479,38.6820597707503,3.65662533069489,26.8914892939355,2.54205958821948,18.6947696356299,1.76722151318428,12.9964691768889,1.22855966521572,9.03505174751689,0.854085828932282,6.28110288796523,0.593754315591063,4.3665774797635,0.412773722898245,3.03561320788275,0.286957318610252,2.11033643410154,0.199490660708276,1.46709068649843
199.103086080732,1466.98729085349,138.415031140045,1019.83899668538,96.2251325312523,708.984723756629,66.8950189469576,492.881072555547,46.5049352720864,342.647371012886,32.3298959878582,238.205983957338,22.4755107919288,165.599084053529,15.6248131929599,115.123290287616,10.8622575733659,80.0328820802085,7.5513632152291,55.6382830794891,5.24965330854749,38.6793335885487,3.64952116253191,26.8895940717078,2.53712082168974,18.6934520907901,1.7637881182708,12.9955532292076,1.22617279380544,9.03441498728719,0.852426493122453,6.28066021684065,0.59260075728963,4.36626973798661,0.411971777477118,3.03539926801638,0.286399811930557,2.11018770464763,0.199103086080732,1.46698729085349
198.71561861783,1466.88411052297,138.145666551083,1019.7672664629,96.0378722094602,708.934857422689,66.7648369202379,492.84640583942,46.414433664919,342.623270961567,32.2669799225129,238.189229775274,22.431771996537,165.587436666852,15.59440629749,115.115193108304,10.8411189186811,80.0272529794814,7.53666777477134,55.6343697692147,5.2394371442046,38.6766130834367,3.64241895867617,26.887702796152,2.53218342073225,18.6921372896481,1.76035567269331,12.9946391889253,1.22378658236669,9.0337795530675,0.850767616120082,6.28021846754867,0.591447517947837,4.36596263706112,0.411170053794435,3.03518577366527,0.285842459401831,2.11003928491271,0.19871561861783,1.46688411052297
198.328258081477,1466.78114536608,137.876376296687,1019.69568582757,95.8506635645231,708.885095080665,66.6346908188955,492.811811417723,46.3239570328152,342.599221168816,32.2040812196519,238.172510532604,22.3880452714191,165.57581356979,15.5640077931877,115.107112814957,10.8199860974755,80.0216356177558,7.52197638970631,55.6304646198095,5.22922379914152,38.6738982517022,3.63531871476344,26.8858154646874,2.52724738231301,18.6908252304099,1.7569241743426,12.9937270547948,1.22140102943319,9.03314544399079,0.849109196905808,6.27977763948655,0.590294596857031,4.36565617656798,0.410368551357546,3.03497272453813,0.285285260681587,2.10989117469429,0.198328258081477,1.46678114536608
197.941004233817,1466.67839524238,137.607160211501,1019.62425468177,95.6635064814871,708.835436662678,66.5045805630153,492.77728924327,46.2335053202184,342.575221601827,32.1411998406528,238.155826206522,22.3443305897252,165.564214746489,15.5336176613868,115.099049396554,10.7988590967727,80.0160299873694,7.50728905101287,55.6265676259469,5.21901326708682,38.6711890896422,3.62822042643387,26.8839320747395,2.52231270340111,18.6895159112858,1.7534936211116,12.9928168255718,1.21901613354009,9.03251265919209,0.847451234461292,6.27933773205297,0.589141993309271,4.36535035608916,0.409567269674294,3.03476012034433,0.284728215427681,2.10974337379033,0.197941004233817,1.46667839524238
197.553856837231,1466.57586001175,137.338018130336,1019.55297292808,95.4764008455131,708.785882101016,66.3745060727619,492.742839268984,46.1430784716278,342.551272227875,32.0783357469315,238.139176774277,22.3006279246319,165.552640181132,15.5032358834403,115.091002842099,10.7777379036091,80.0104360806783,7.49260574967891,55.6226787823128,5.20880554177535,38.6684855935623,3.62112408933198,26.8820526237403,2.51737938096862,18.6882093304903,1.75006401089531,12.9919085000151,1.21663189322403,9.03188119780855,0.845793727769212,6.27889874464806,0.587989706597321,4.36504517520766,0.408766208253015,3.03454796079398,0.284171323298313,2.10959588199928,0.197553856837231,1.46657586001175
197.16681565434,1466.47353953442,137.068949888166,1019.48184046934,95.2893465418763,708.736431328126,66.2444672683796,492.708461447906,46.0526764315977,342.527373014314,32.0154888999428,238.122562213175,22.2569372493429,165.541089857942,15.4728624407192,115.082973140624,10.7566225050343,80.0048538900573,7.4779264767013,55.6187980836061,5.19860061694819,38.6657877597773,3.6140296991066,26.8801771091277,2.51244741199067,18.6869054862425,1.74663534159087,12.9910020768867,1.2142483070231,9.03125105897938,0.844136675813261,6.27846067667344,0.586837736014652,4.36474063350746,0.407965366602535,3.03433624559787,0.28361458395202,2.10944869912011,0.19716681565434,1.46647353953442
196.779880447998,1466.37143367097,136.79995532013,1019.41085720862,95.1023434559666,708.687084276623,66.1144640701922,492.674155733188,45.9622991447378,342.503523928574,31.9526592611797,238.105982500573,22.2132585370884,165.529563761179,15.4424973146135,115.074960281186,10.7355128881107,79.9992834078993,7.46325122308589,55.6149255245386,5.18839848635267,38.6630955846108,3.60693725141094,26.8783055283459,2.50751679344538,18.6856043767656,1.74320761109748,12.9900975549513,1.21186537347686,9.03062224184589,0.842480077578145,6.27802352753212,0.585686080855439,4.36443673057357,0.407164744232169,3.03412497446749,0.283057997047683,2.10930182495222,0.196779880447998,1.46637143367097
196.393050981297,1466.26954228229,136.53103426153,1019.34002304921,94.9153914732876,708.637840879282,65.9844963986026,492.639922078097,45.8719465557127,342.479724938168,31.8898467921736,238.089437613887,22.1695917611252,165.518061875141,15.4121404865316,115.06696425287,10.7144090399133,79.9937246266159,7.44857997984745,55.6110610998349,5.17819914374235,38.6604090643954,3.59984674190249,26.8764378788453,2.50258752231388,18.684306000287,1.73978081731646,12.9891949329767,1.20948309112631,9.02999474555146,0.840823932049579,6.27758729662861,0.584534740414558,4.36413346599197,0.406364340651721,3.03391414711503,0.282501562244521,2.10915525929556,0.196393050981297,1.46626954228228
196.006327017563,1466.16786522962,136.262186547833,1019.26933789466,94.7284904794565,708.588701069042,65.8545641740928,492.605760436013,45.7816186092422,342.455976010685,31.8270514544937,238.072927530584,22.1259368947366,165.506584184164,15.3817919379002,115.058985044786,10.6933109475303,79.988177538637,7.4339127380097,55.6072048042322,5.16800258287695,38.6577281954724,3.59275816624308,26.8745741580826,2.49765959558029,18.6830103550387,1.73635495815118,12.9882942097336,1.20710145851389,9.02936856924155,0.839168238214283,6.27715198336882,0.583383713987584,4.36383083934969,0.405564155371479,3.03370376325338,0.281945279202089,2.10900900195051,0.196006327017563,1.46616786522962
195.619708320357,1466.06640237454,135.993412014668,1019.19880164874,94.5416403602042,708.539664779004,65.7246673172237,492.571670760427,45.6913152501007,342.432277113794,31.7642732097479,238.056452228188,22.0822939112326,165.495130672624,15.3514516501645,115.051022646072,10.6722185980625,79.9826421364108,7.41924948860523,55.6033566324806,5.15780879752241,38.6550529741923,3.58567152009882,26.8727143635204,2.49273301023175,18.6817174392567,1.73293003150711,12.9873953839959,1.2047204741835,9.02874371206368,0.837512995059984,6.27671758716012,0.582233000870794,4.36352885023472,0.404764187902219,3.03349382259613,0.281389147580283,2.10886305271796,0.195619708320357,1.46606640237454
195.233194653474,1465.96515357898,135.724710497827,1019.12841421544,94.3548410013742,708.490731942433,65.5948057486345,492.537653004947,45.6010364231171,342.408628215242,31.7015120195816,238.040011684277,22.0386627839495,165.483701324932,15.3211196047882,115.043077045891,10.6511319786235,79.9771184124038,7.40459022267552,55.5995165793429,5.14761778145082,38.652383396914,3.57858679914013,26.8708584926278,2.48780776325833,18.6804272511815,1.7295060352918,12.9864984545403,1.20234013668047,9.02812017316746,0.83585820157541,6.27628410741134,0.581082600361157,4.36322749823607,0.4039644377552,3.03328432485756,0.280833167039334,2.10871741139929,0.195233194653474,1.46596515357898
194.846785780943,1465.86411870517,135.456081833264,1019.058175499,94.168092288923,708.441902492754,65.464979389043,492.503707123289,45.5107820731752,342.385029282854,31.6387678456782,238.023605876483,21.9950434862498,165.472296125538,15.290795783253,115.035148233434,10.6300510763397,79.9716063591011,7.38993493127089,55.5956846395947,5.13742952844044,38.6497194600057,3.57150399904168,26.8690065428796,2.48288385165312,18.6791397890577,1.72608296741485,12.9856034201465,1.19996044455159,9.02749795170455,0.834203856750287,6.27585154353269,0.579932511756337,4.36292678294375,0.403164904442164,3.03307526975264,0.280277337239807,2.10857207779634,0.194846785780943,1.46586411870517
194.460481467023,1465.7632976157,135.187525857094,1018.9880854039,93.9813941089197,708.393176363557,65.3351881592452,492.469833069285,45.4205521452127,342.361480284533,31.5760406497591,238.007234782493,21.9514359915224,165.460915058931,15.2604801670592,115.027236197916,10.6089758783501,79.9661059690058,7.37528360545048,55.5918608080243,5.12724403227564,38.6470611598441,3.56442311548241,26.8671585117572,2.47796127241215,18.6778550511343,1.72266082578791,12.9847102795972,1.19758139634504,9.02687704682869,0.832549959575338,6.27541989493588,0.578782734354694,4.36262670394877,0.402365587475334,3.03286665699704,0.279721657842604,2.10842705171146,0.194460481467023,1.4657632976157
194.074281476208,1465.66269017349,134.919042405596,1018.91814383484,93.7947463475452,708.34455348859,65.205431980115,492.436030796879,45.3303465842219,342.337981188262,31.5133303935831,237.990898380049,21.9078402731824,165.449558109636,15.230172737725,115.019340928579,10.5879063718063,79.9606172346393,7.36063623628224,55.5880450794325,5.11706128674692,38.644408492815,3.55734414414554,26.8653143967479,2.47304002253441,18.6765730356645,1.71923960832471,12.983819031678,1.19520299061047,9.02625745769566,0.830896509042277,6.27498916103401,0.577633267455274,4.36232726084312,0.401566486367413,3.03265848630713,0.27916612850896,2.10828233294746,0.194074281476208,1.46566269017349
193.688185573223,1465.5622962418,134.650631315207,1018.84835069674,93.6081488910926,708.296033801766,65.0757107726041,492.402300260126,45.2401653352489,342.3145319621,31.4506370389468,237.974596646945,21.864256304671,165.438225262217,15.1998734767871,115.011462414694,10.5668425438728,79.9551401485413,7.3459928148429,55.5842374486332,5.10688128565091,38.6417614553128,3.55026708071851,26.8634741953452,2.46812009902185,18.6752937409058,1.71581931294103,12.9829296751776,1.19282522589894,9.02563918346331,0.829243504143814,6.27455934124162,0.576484110357817,4.36202845321979,0.400767600631584,3.03245075739995,0.278610748900443,2.10813792130763,0.193688185573223,1.4655622962418
193.302193523023,1465.46211568421,134.382292422526,1018.77870589479,93.4216016259666,708.247617237157,64.9460244577419,492.368641413194,45.1500083433938,342.291132574185,31.3879605476841,237.958329561032,21.8206840594555,165.426916501275,15.1695823658,115.003600645553,10.5457843817263,79.9496747032697,7.33135333221796,55.5804379104524,5.09670402279028,38.6391200437407,3.54319192089299,26.8616379050485,2.46320149887934,18.6740171651198,1.71239993755469,12.9820422088874,1.19044810076292,9.02502222329156,0.827590943873644,6.27413043497469,0.575335262362745,4.36173028067279,0.399968929781507,3.03224346999325,0.278055518678952,2.10799381659576,0.193302193523023,1.46546211568421
192.916305090793,1465.36214836465,134.114025564312,1018.70920933438,93.2351044386828,708.199303728996,64.8163729566348,492.335054210363,45.0598755538106,342.267782992733,31.3253008816665,237.942097100212,21.7771235110291,165.415631811449,15.1392993863364,114.995755610479,10.5247318725564,79.9442208914005,7.31671777950161,55.5766464597293,5.0865294919738,38.6364842545109,3.53611866036489,26.8598055233637,2.45828421911472,18.6727433065727,1.70898148008553,12.9811566316021,1.18807161375633,9.02440657634236,0.825938827226448,6.27370244165062,0.574186722771169,4.36143274279708,0.399170473331319,3.03203662380547,0.27750043750672,2.10785001861609,0.192916305090793,1.46536214836465
192.530520041949,1465.26239414736,133.845830577483,1018.63986092113,93.0486572158682,708.151093211679,64.6867561904668,492.301538606024,44.9697669117067,342.244483186037,31.2626580028025,237.925899242445,21.7335746329111,165.404371177416,15.1090245199872,114.987927298819,10.5036850035652,79.938778705528,7.3020861477968,55.5728630913153,5.07635768701629,38.6338540840442,3.52904729483431,26.8579770478026,2.45336825673872,18.6714721635346,1.70556393845546,12.9802729421191,1.18569576343446,9.02379224177971,0.824287153197892,6.27327536068822,0.573038490884884,4.36113583918864,0.398372230795632,3.03183021855572,0.276945505046308,2.10770652717338,0.192530520041949,1.46526239414736
192.144838142136,1465.16285289693,133.577707299116,1018.57066056091,92.8622598442603,708.102985619762,64.5571740804985,492.268094554681,44.8796823623433,342.221233122469,31.2000318730382,237.909735965742,21.6900373986464,165.393134583889,15.0787577483609,114.980115699945,10.4826437619671,79.9333481382646,7.28745842821514,55.5690878000745,5.06618860173861,38.6312295287702,3.52197782000555,26.8561524758829,2.44845360876501,18.67020373428,1.70214731058838,12.9793911392388,1.18332054835405,9.02317921876968,0.82263592078462,6.27284919150775,0.571890566006362,4.36083956944443,0.397574201689531,3.03162425396382,0.276390720960606,2.10756334207282,0.192144838142136,1.46516285289693
191.759259157225,1465.06352447828,133.309655566449,1018.50160815981,92.6759122107069,708.054980887958,64.4276265480675,492.234722010949,44.7896218510347,342.198032770476,31.1374224543564,237.893607248168,21.646511781806,165.38192201562,15.0484990530842,114.972320803258,10.461608134989,79.9279291822406,7.2728346118769,55.5653205808839,5.05602222996765,38.6286105851272,3.51491023158711,26.8543318051287,2.44354027221016,18.6689380170874,1.69873159441026,12.9785112217646,1.18094596707323,9.02256750648035,0.820985128984256,6.27242393353088,0.57074294743876,4.36054393316239,0.396776385528574,3.03141872975026,0.275836084912835,2.10742046312011,0.191759259157225,1.46506352447828
191.373782853317,1464.96440875666,133.041675216875,1018.43270362415,92.4896142021662,708.007078951145,64.2981135145877,492.201420929554,44.6995853231484,342.174882098585,31.074829708777,237.877513067842,21.6029977559862,165.370733457398,15.0182484158016,114.964542598182,10.4405781098704,79.9225218301046,7.258214689911,55.5615614286326,5.04585856553628,38.6259972495624,3.50784452529166,26.85251503307,2.43862824409366,18.6676750102399,1.69531678784904,12.9776331885027,1.17857201815154,9.02195710408188,0.819334776795398,6.27199958618069,0.56959563448591,4.36024892994146,0.395978781828792,3.03121364563622,0.275281596566542,2.10727789012142,0.191373782853317,1.46496440875666
190.988408996741,1464.86550559765,132.773766087948,1018.36394686049,92.3033657057058,707.959279744359,64.1686349015496,492.168191265333,44.6095727241052,342.151781075399,31.012253598357,237.861453402939,21.5594952948094,165.359568894048,14.9880058181755,114.956781074169,10.419553673863,79.9171260745233,7.24359865345498,55.5578103382225,5.03569760228338,38.6233895185315,3.50078069683602,26.850702157243,2.43371752143786,18.6664147120246,1.69190288883471,12.9767570382623,1.17619870014989,9.02134801074643,0.817684863217617,6.27157614888169,0.568448626452321,4.35995455938156,0.395181390106683,3.03100900134357,0.2747272555856,2.10713562288339,0.190988408996741,1.46486550559765
190.60313735405,1464.76681486716,132.505928017378,1018.2953377756,92.1171666085033,707.911583202794,64.0391906305196,492.135032973234,44.5195839993788,342.128729669599,30.9496940851899,237.845428231685,21.5160043719233,165.348428310434,14.957771241886,114.949036220696,10.398534814231,79.9117419081812,7.22898649365497,55.5540673045681,5.02553933405381,38.6207873884991,3.49371874194119,26.8488931751897,2.42880810126804,18.6651571207328,1.68848989529924,12.9758827698557,1.17382601163064,9.02074022564823,0.816035387251457,6.27115362105979,0.567301922643179,4.35966082108359,0.394384209879218,3.03080479659486,0.274173061634211,2.10699366121314,0.19060313735405,1.46476681486716
190.217967692025,1464.66833643143,132.238160843031,1018.2268762765,91.9310167978451,707.863989261806,63.9097806231402,492.101946008318,44.4296190944953,342.105727849941,30.8871511314061,237.82943753236,21.4725249610012,165.337311691458,14.9275446686308,114.941308027266,10.3775215182509,79.906369323781,7.21437820166566,55.5503323225962,5.01538375469839,38.6181908559384,3.48665865633229,26.8470880844585,2.42389998061234,18.66390223466,1.68507780517663,12.9750103820979,1.17145395115749,9.0201337479635,0.814386347898424,6.27073200214233,0.566155522364337,4.35936771464944,0.393587240663831,3.03060103111333,0.273619014376899,2.10685200491827,0.190217967692025,1.46466833643143
189.832899777671,1464.57007015703,131.970464402934,1018.15856227043,91.7449161611267,707.816497856909,63.7804048011296,492.068930325753,44.339677955034,342.082775585261,30.8246246991726,237.813481283299,21.4290570357417,165.326219022056,14.8973260801257,114.933596483407,10.3565137732115,79.9010083140433,7.19977376865031,55.5466053872463,5.00523085807386,38.6155999173313,3.47960043573858,26.8452868826035,2.41899315650176,18.6626500521059,1.68166661640284,12.9741398738068,1.16908251729555,9.01952857687054,0.812737744160995,6.27031129155805,0.565009424922325,4.35907523968197,0.392790481978426,3.03039770462288,0.273065113478514,2.10671065380684,0.189832899777671,1.46457007015703
189.44793337822,1464.47201591087,131.702838535265,1018.09039566486,91.5588645858524,707.769108923776,63.6510630862814,492.035985880821,44.2497605266263,342.05987284447,30.7621147506928,237.797559462888,21.3856005698691,165.315150287205,14.8671154581037,114.925901578676,10.3355115664138,79.8956588717067,7.1851731857807,55.5428864934703,4.99508063804292,38.6130145691685,3.47254407589345,26.8434895671851,2.41408762597019,18.6614005713746,1.67825632691586,12.9732712438034,1.16671170861132,9.01892471154964,0.811089575042605,6.2698914887371,0.563863629624338,4.35878339578503,0.391993933341372,3.03019481684812,0.272511358604229,2.10656960768739,0.18944793337822,1.46447201591087
189.063068261125,1464.37417356016,131.435283078361,1018.02237636749,91.3728619596347,707.72182239824,63.5217554004647,492.003112628912,44.1598667549561,342.037019596556,30.6996212482064,237.781672049569,21.3421555371327,165.304105471916,14.8369127843157,114.918223302651,10.314514885171,79.8903209895276,7.17057644423711,55.5391756362325,4.98493308847415,38.6104348079491,3.46548957253438,26.8416961357696,2.40918338605436,18.6601537907741,1.67484693465565,12.9724044909115,1.16434152367268,9.01832215118313,0.809441839547651,6.26947259311104,0.56271813577824,4.35849218256345,0.391197594271499,3.02999236751432,0.271957749419538,2.10642886636895,0.189063068261125,1.46437417356016
