theta,E=0.010000,E=0.014384,E=0.020691,E=0.029764,E=0.042813,E=0.061585,E=0.088587,E=0.127427,E=0.183298,E=0.263665,E=0.379269,E=0.545559,E=0.784760,E=1.128838,E=1.623777,E=2.335721,E=3.359818,E=4.832930,E=6.951928,E=10.000000
1.571,518163.372283731,250424.743043035,121028.531313925,58492.2448716995,28268.893896238,13662.1592122105,6602.82623808739,3191.09985860875,1542.23630009723,745.352044976291,360.223443654721,174.093477348135,84.1381631013908,40.6633872670593,19.6523313925725,9.49783466455965,4.59023723513054,2.21842963358804,1.07215156583113,0.518163372283731
1.572,517128.808655257,249924.745658657,120786.886066108,58375.4594091815,28212.4522969151,13634.8813810024,6589.64305255856,3184.72851701045,1539.15707515016,743.863877040486,359.504222473018,173.745882768408,83.9701730658781,40.5821988548185,19.6130935993184,9.47887131280843,4.58107237952022,2.21400032280691,1.07001091083011,0.517128808655257
1.573,516097.3415867,249426.244820086,120545.964088439,58259.0234980803,28156.1796333535,13607.6851952692,6576.49932571818,3178.37624552101,1536.08706665367,742.380163350948,358.787153997464,173.399328576544,83.802685842562,40.5012534482046,19.5739732489887,9.4599647204032,4.57193495530586,2.20958426942809,1.06787666303915,0.5160973415867
1.574,515068.959758213,248929.235056516,120305.762736917,58142.9358605687,28100.075287988,13580.570356546,6563.39491332025,3172.04297442734,1533.0262409159,740.900887624644,358.072230358579,173.053810969281,83.6356995933518,40.4205501588813,19.5349699122564,9.44111467985332,4.56282486220868,2.20518142498753,1.0657487990359,0.515068959758213
1.575,514043.651899162,248433.710920931,120066.279379036,58027.1952243748,28044.1386459387,13553.5365676656,6550.32967174591,3165.72863431946,1529.9745643915,739.426033649331,357.359443721103,172.70932615989,83.4692124881484,40.3400881023743,19.4960831616613,9.42232098457027,4.55374200038588,2.20079174123192,1.06362729549987,0.514043651899162
1.576,513021.406787886,247939.666989979,119827.511393728,57911.8003227551,27988.3690949972,13526.5835327519,6537.30345800036,3159.43315608896,1526.93200368085,737.955585283215,356.648786283816,172.365870378097,83.3032227048045,40.2598663980526,19.4573125716007,9.40358342886317,4.5446862704285,2.19641517011758,1.0615121292119,0.513021406787886
1.577,512002.213251451,247447.09786386,119589.456171307,57796.7498944663,27932.7660256135,13499.7109572137,6524.31612970967,3153.15647092752,1523.89852552938,736.489526454587,355.940250279376,172.023439869999,83.1377284290851,40.1798841691091,19.4186577183198,9.38490180793427,4.53565757335922,2.19205166380948,1.05940327705363,0.512002213251452
1.578,510986.060165405,246955.998166203,119352.111113411,57682.0426837382,27877.3288308825,13472.918547738,6511.36754511773,3146.89851032542,1520.87409682681,735.02784116148,355.233827974143,171.682030897983,82.9727278546274,40.1001405425413,19.3801181799025,9.36627591787451,4.52665581063021,2.18770117468013,1.05730071600705,0.510986060165405
1.579,509972.936453537,246466.362543953,119115.473632946,57567.6774402461,27822.056906531,13446.2060122838,6498.45756308317,3140.65920606999,1517.85868460644,733.570513471322,354.529511668016,171.341639740643,82.8082191829022,40.0206346491325,19.3416935362625,9.3477055556591,4.517680884121,2.1833636553086,1.05520442315395,0.509972936453537
1.58,508962.831087637,245978.185667253,118879.541154028,57453.6529190839,27766.9496509047,13419.5730600757,6485.58604307626,3134.43849024421,1514.85225604445,732.117527520584,353.827293694262,171.002262692701,82.6442006231744,39.9413656234329,19.3033833691339,9.32919051914307,4.50873269613634,2.17903905847945,1.05311437567542,0.508962831087637
1.581,507955.733087255,245491.462229328,118644.311111931,57339.9678807368,27712.0064649546,13393.0194015975,6472.75284517588,3128.23629522518,1511.85477845915,730.668867514441,353.127166419352,170.663896064924,82.4806703924641,39.8623326037409,19.2651872620624,9.31073060705689,4.49981114940408,2.17472733718173,1.05103055085142,0.507955733087256
1.582,506951.631519467,245006.186946372,118409.780953028,57226.6210910549,27657.2267522247,13366.5447485862,6459.9578300665,3122.05255368267,1508.86621931032,729.224517726426,352.429122242795,170.32653618405,82.3176267155084,39.7835347320842,19.2271048003959,9.29232561900217,4.49091614707306,2.17042844460795,1.0489529260602,0.506951631519467
1.583,505950.515498634,244522.354557431,118175.948134737,57113.611321226,27602.6099188387,13340.1488140256,6447.20085903516,3115.88719857768,1505.88654619847,727.784462498096,351.733153596974,169.990179392702,82.1550678247226,39.7049711542014,19.1891355712759,9.27397535544724,4.48204759271102,2.16614233415308,1.04688147877788,0.505950515498634
1.584,504952.37418617,244039.959824294,117942.810125466,57000.9373477494,27548.1553734872,13313.8313121399,6434.48179396845,3109.74016316095,1502.91572686416,726.348686238686,351.039252946981,169.65482204931,81.9929919601622,39.6266410195238,19.1512791636284,9.25567961772292,4.47320539030253,2.16186895941353,1.04481618657793,0.50495237418617
1.585,503957.196790304,243558.997531372,117710.364404559,56888.5979524093,27493.862527415,13287.5919583879,6421.80049734957,3103.61138097158,1499.9537291873,724.917173424777,350.347412790457,169.320460528038,81.831397369485,39.5485434811564,19.1135351681551,9.23743820801815,4.46438944424689,2.15760827418614,1.04275702713068,0.503957196790304
1.586,502964.972565856,243079.462485594,117478.608462239,56776.5919222489,27439.7307944085,13261.4304694565,6409.15683225534,3097.50078583555,1497.00052118644,723.489908599963,349.657625657427,168.987091218698,81.6702823079131,39.4706776958604,19.0759031773244,9.2192509293758,4.4555996593561,2.15336023246721,1.04070397820287,0.502964972565856
1.587,501975.690813995,242601.34951629,117247.539799559,56664.9180495435,27385.7595907829,13235.3465632551,6396.55066235324,3091.40831186431,1494.05607101811,722.066876374513,348.969884110144,168.654710526679,81.5096450381955,39.3930428240344,19.0383827853628,9.2011175856884,4.44683594085278,2.14912478845151,1.03865701765714,0.501975690813995
1.588,500989.340882017,242124.653475083,117017.155928344,56553.5751317758,27331.9483353699,13209.339958909,6383.98185189854,3085.33389345337,1491.12034697611,720.648061425047,348.284180742922,168.323314872866,81.3494838305708,39.3156380296969,19.0009735882464,9.18303798169393,4.43809819436815,2.14490189653125,1.03661612345158,0.500989340882017
1.589,500005.912163111,241649.369235775,116787.454371137,56442.5619716086,27278.2964495047,13183.4103767536,6371.45026573131,3079.27746528089,1488.19331749086,719.233448494198,347.600508181985,167.992900693562,81.18979696273,39.2384624804678,18.9636751836916,9.1650119229716,4.42938632594001,2.14069151129517,1.03458127363923,0.500005912163111
1.59,499025.394096138,241175.491694241,116558.432661151,56331.8773768606,27224.8033570145,13157.5575383285,6358.95576927357,3073.23896230625,1485.27495112868,717.823022390297,346.918859085303,167.663464440417,81.0305827197794,39.1615153475511,18.9264871711472,9.14703921593776,4.42070024201073,2.13649358752751,1.03255244636763,0.499025394096138
1.591,498047.776165398,240703.015768317,116330.088342211,56221.5201604796,27171.4684842053,13131.7811663715,6346.49822852641,3067.21831976873,1482.36521659115,716.416767987036,346.239226142439,167.335002580348,80.8718393942045,39.0847958057169,18.8894091517851,9.12911966784166,4.41203984942521,2.13230808020706,1.03052961987836,0.498047776165398
1.592,497073.04790041,240231.936397692,116102.418968705,56111.4891405182,27118.2912598501,13106.0809848125,6334.07751006709,3061.21547318605,1479.46408271446,715.014670223153,345.561602074389,167.007511595461,80.7135652858328,39.0083030332836,18.8524407284927,9.1112530867614,4.40340505542894,2.12813494450622,1.02851277250653,0.49707304790041
1.593,496101.198875685,239762.2485438,115875.422105529,56001.7831401075,27065.2711151763,13080.4567187678,6321.69348104622,3055.23035835301,1476.57151846867,713.616714102105,344.885979633427,166.680987982983,80.5557587017976,38.9320362121006,18.8155815058632,9.09343928159977,4.39479576766597,2.12397413579,1.02650188268038,0.496101198875685
1.594,495132.218710507,239293.947189713,115649.095328036,55892.4009874332,27012.4074838544,13054.9080945342,6309.34600918493,3049.26291134018,1473.68749295713,712.222884691752,344.212351602957,166.355428255182,80.3984179565025,38.8559945275311,18.7788310901884,9.07567806208028,4.38621189417701,2.11982560961511,1.02449692892077,0.495132218710508
1.595,494166.09706871,238827.027340035,115423.436221986,55783.3415157094,26959.6998019847,13029.4348395829,6297.03496277205,3043.31306849245,1470.81197541578,710.833167124037,343.540710797348,166.030828939294,80.2415413715848,38.7801771684338,18.7421890894494,9.05796923874296,4.37765334339736,2.11568932172898,1.02249788984074,0.49416609706871
1.596,493202.823658457,238361.484020793,115198.442383493,55674.6035631548,26907.1475080866,13004.0366825542,6284.76021066126,3037.38076642774,1467.94493521249,709.447546594668,342.871050061791,165.707186577448,80.08512727588,38.7045833271468,18.7056551133088,9.04031262294044,4.36912002415508,2.11156522806884,1.02050474414506,0.493202823658457
1.597,492242.388232025,237897.312279333,114974.111418974,55566.1859729675,26854.7500430856,12978.7133532515,6272.5216222684,3031.46594203561,1465.08634184643,708.066008362809,342.203362272142,165.384497726596,79.9291740053867,38.6292121994696,18.6692287731022,9.02270802683394,4.36061184566898,2.10745328476078,1.01851747062977,0.492242388232025
1.598,491284.780585583,237434.507184215,114750.440945098,55458.0875933005,26802.5068503023,12953.4645826353,6260.31906756862,3025.56853247597,1462.23616494743,706.688537750761,341.537640334771,165.062758958436,79.7736799032306,38.5540629846466,18.6329096818299,9.00515526338921,4.35212871754673,2.10335344811881,1.01653604818175,0.491284780585584
1.599,490329.990558981,236973.06382511,114527.428588737,55350.3072772374,26750.4173754399,12928.2901028178,6248.15241709363,3019.6884751777,1459.39437427529,705.315120143657,340.873877186415,164.741966859342,79.6186433196299,38.4791348853498,18.5966974541488,8.98765414637263,4.34367054978291,2.09926567464394,1.01456045577824,0.490329990558981
1.6,489378.00803553,236512.977312692,114305.071986914,55242.843882768,26698.4810665728,12903.1896470575,6236.02154192903,3013.82570783736,1456.56093971921,703.945740989146,340.212065794024,164.42211803029,79.4640626118605,38.4044271076619,18.5605917063644,8.97020449034727,4.33523725275714,2.09518992102327,1.01259067248641,0.489378008035529
1.601,488428.822941789,236054.242778538,114083.368786755,55135.6962727644,26646.6973741351,12878.1629497528,6223.92631371148,3007.98016841786,1453.73583129708,702.580385797092,339.552199154617,164.103209086789,79.3099361442205,38.3299388610597,18.5245920564222,8.95280611066892,4.32682873723218,2.09112614412906,1.01062667746293,0.488428822941789
1.602,487482.425247359,235596.855375026,113862.316645438,55028.8633149568,26595.0657509087,12853.209746437,6211.86660462608,3002.15179514714,1450.91901915491,701.219040139263,338.89427029513,163.785236658804,79.1562622879968,38.2556693583976,18.4886981239003,8.93545882348225,4.31844491435201,2.08707430101783,1.00866844995351,0.487482425247359
1.603,486538.804964662,235140.810275228,113641.913230141,54922.3438819097,26543.5856520118,12828.3297737727,6199.84228740365,2996.34052651689,1448.11047356615,699.861689649031,338.238272272272,163.468197390693,79.0030394214297,38.1816178158903,18.4529095300006,8.91816244571691,4.31008569564002,2.08303434892942,1.00671596929246,0.486538804964662
1.604,485597.952148736,234686.102672814,113422.156218,54816.1368509982,26492.2565348876,12803.5227695459,6187.85323531802,2990.54630128125,1445.31016493111,698.508320021067,337.584198172377,163.152087941128,78.8502659296796,38.1077834530972,18.4172258975418,8.90091679508366,4.3017509929971,2.07900624528617,1.00476921490231,0.485597952148736
1.605,484659.856897025,234232.727781949,113203.043296053,54710.2411043842,26441.0778592929,12778.7884726607,6175.8993221834,2984.76905845549,1442.51806377629,697.158917011041,336.932041111259,162.836904983031,78.6979402047925,38.0341654929053,18.3816468509504,8.88372169007057,4.29344071869978,2.07498994769194,1.00282816629328,0.484659856897026
1.606,483724.509349173,233780.68083719,112984.572161195,54604.6555289931,26390.0490872865,12754.126623134,6163.98042235173,2979.00873731479,1439.73414075381,695.813466435322,336.28179423407,162.5226452035,78.5460606456664,37.9607631615131,18.3461720162538,8.86657694993918,4.28515478539844,2.07098541393126,1.00089280306294,0.483724509349173
1.607,482791.899686811,233329.957093389,112766.740520129,54499.3790164906,26339.169683218,12729.5369620897,6152.09641071001,2973.26527739291,1436.95836664076,694.471954170682,335.633450715151,162.209305303743,78.3946256580179,37.8875756884147,18.3108010210716,8.84948239472074,4.27689310611542,2.06699260196843,0.998963104895733,0.482791899686811
1.608,481862.018133361,232880.551825593,112549.546089319,54394.4104632593,26288.439113717,12705.0192317535,6140.24716267773,2967.53861848096,1434.19071233861,693.134366154002,334.987003757894,161.896881999007,78.2436336543487,37.8146023063832,18.2755334946084,8.83243784521241,4.26865559424326,2.06301146994667,0.997039051562564,0.481862018133361
1.609,480934.854953823,232432.460328945,112332.986594939,54289.7487703755,26237.8568476812,12680.5731754475,6128.43255420422,2961.82870062611,1431.43114887256,691.80068838197,334.342446594598,161.585372018509,78.093083053912,37.7418422514546,18.240369067646,8.81544312297354,4.26044216354282,2.05904197618722,0.995120622920373,0.480934854953823
1.61,480010.400454575,231985.677918585,112117.05977283,54185.3928435866,26187.4223562659,12656.1985375847,6116.65246176609,2956.13546413037,1428.679647391,690.470906910799,333.699772486326,161.274772105368,77.9429722826802,37.6692947629125,18.2053073725352,8.79849805032189,4.25225272814153,2.05508407918844,0.99320779891172,0.480010400454575
1.611,479088.64498317,231540.199929553,111901.763368449,54081.3415932877,26137.1351128728,12631.8950636638,6104.90676236463,2950.45884954932,1425.93617916485,689.145007855929,333.058974722769,160.965079016537,77.7932997733116,37.5969590832714,18.1703480431887,8.78160245033001,4.24408720253157,2.05113773762502,0.991300559564361,0.47908864498317
1.612,478169.578928138,231096.021716692,111687.095136824,53977.5939344995,26086.994593139,12607.6625002639,6093.19533352327,2944.79879769089,1423.20071558701,687.822977391739,332.420046622099,160.656289522737,77.6440639651177,37.5248344582616,18.1354907150732,8.76475614682146,4.23594550156811,2.04720291034705,0.989398884990835,0.478169578928138
1.613,477253.192718782,230653.138654551,111473.052842506,53874.1487868457,26037.000274926,12583.5005950391,6081.51805328501,2939.15524961411,1420.4732281717,686.504801751263,331.782981530838,160.348400408388,77.4952633040311,37.4529201368131,18.1007350252017,8.74795896436724,4.22782754046752,2.04327955637919,0.987502755388048,0.477253192718782
1.614,476339.47682498,230211.546137289,111259.634259526,53771.0050745298,25987.151638309,12559.4090967133,6069.8748002099,2933.52814662791,1417.75368855394,685.190467225896,331.147772823714,160.041408471542,77.3468962425728,37.3812153710401,18.0660806121263,8.73121072828203,4.21973323480563,2.03936763491983,0.985612151036862,0.47633947682498
1.615,475428.421756988,229771.239578579,111046.837171343,53668.1617263138,25937.4481655661,12535.3877550752,6058.2654533725,2927.91743028985,1415.04206848891,683.879960165119,330.514413903525,159.735310523817,77.1989612398202,37.3097194162256,18.0315271159304,8.71451126462068,4.21166250051594,2.03546710534022,0.983727052301687,0.475428421756988
1.616,474520.018065243,229332.214411513,110834.659370802,53565.617675495,25887.8893411673,12511.4363209727,6046.68989235939,2922.32304240499,1412.33833985141,682.573266976209,329.882898201003,159.430103390331,77.0514567613755,37.2384315308055,17.9970741782214,8.6978604001745,4.20361525388792,2.03157792718364,0.981847439630073,0.474520018065243
1.617,473614.256340169,228894.466088508,110623.098660089,53463.3718598849,25838.4746517644,12487.5545463082,6035.1479972667,2916.74492502459,1409.64247463521,681.270374123961,329.253219174678,159.125783909639,76.9043812793332,37.167350976354,17.9627214421231,8.6812579624678,4.19559141156524,2.02770006016456,0.979973293552306,0.473614256340169
1.618,472711.127211978,228457.990081211,110412.152850681,53361.4232217863,25789.2035861796,12463.742184033,6023.63964869756,2911.18302044502,1406.95444495254,679.971268130406,328.625370310742,158.822348933662,76.7577332722492,37.0964770175678,17.9284685522685,8.66470377975415,4.18759089054408,2.02383346416781,0.978104594681003,0.472711127211978
1.619,471810.621350482,228022.781880407,110201.819763307,53259.7707079721,25740.0756353957,12439.9989881428,6012.16472775973,2905.63727120645,1404.27422303348,678.675935574534,327.999345122914,158.519795327626,76.6115112251091,37.0258089222508,17.8943151547926,8.648197681013,4.17961360817139,2.01997809924775,0.976241323710713,0.471810621350482
1.62,470912.729464896,227588.836995925,109992.097227899,53158.4132696635,25691.0902925451,12416.3247136718,6000.72311606304,2900.10762009176,1401.60178122538,677.384363092018,327.375137152308,158.218119969996,76.465713629297,36.9553459612997,17.8602608973246,8.63173949594608,4.17165948214319,2.01613392562744,0.974383461417523,0.470912729464896
1.621,470017.442303649,227156.150956546,109782.983083546,53057.3498625081,25642.2470528996,12392.7191166886,5989.31469571706,2894.59401012531,1398.93709199233,676.096537374937,326.752739967299,157.917319752413,76.3203389825643,36.8850874086881,17.8263054289811,8.61532905497387,4.1637284305029,2.01230090369784,0.972530988658654,0.470017442303649
1.622,469124.750654194,226724.719309909,109574.475178455,52956.5794465586,25593.54541386,12369.1819542904,5977.9393493286,2889.09638457181,1396.28012791454,674.812445171503,326.13214716339,157.617391579628,76.175385788999,36.8150325414522,17.7924484003587,8.59896618923214,4.15582037163961,2.00847899401696,0.970683886372073,0.469124750654194
1.623,468234.645342817,226294.537622422,109366.571369902,52856.1009862514,25544.9848749456,12345.7129845983,5966.5969599993,2883.61468693509,1393.63086168782,673.532073285788,325.513352363081,157.31833236944,76.0308525589947,36.7451806396756,17.7586894635269,8.58265073056851,4.14793522428645,2.00466815730909,0.9688421355761,0.468234645342817
1.624,467347.11723445,225865.601479171,109159.269524188,52755.9134503854,25496.5649377842,12322.3119667525,5955.2874113233,2878.14886095701,1390.989266123,672.255408577456,324.89634921574,157.020139052632,75.8867378092205,36.6755309864748,17.7250282720209,8.56638251153893,4.14007290751887,2.00086835446396,0.967005717369019,0.46734711723445
1.625,466462.157232484,225437.906483828,108952.567516601,52656.015812101,25448.2851061015,12298.9786609073,5944.01058738477,2872.69885061625,1388.35531414536,670.982437961489,324.281131397468,156.722808572908,75.7430400625901,36.6060828679843,17.6914644808345,8.55016136540431,4.13223334075304,1.99707954653598,0.965174612928688,0.466462157232484
1.626,465579.756278582,225011.448258562,108746.463231363,52556.4070488586,25400.1448857114,12275.7128282258,5932.76637275559,2867.26460012721,1385.72897879412,669.713148407924,323.667692610974,156.426337886832,75.5997578482316,36.536835573342,17.6579977464129,8.53398712612708,4.12441644374416,1.99330169474337,0.963348803512156,0.465579756278582
1.627,464699.905352494,224586.22244395,108540.954561597,52457.0861424183,25352.1437845057,12252.5142308756,5921.55465249297,2861.84605393885,1383.11023322183,668.447526941582,323.056026585448,156.130723963765,75.456889701458,36.4677883946749,17.6246277266461,8.5178596283678,4.11662213658483,1.98953476046747,0.961528270455283,0.464699905352494
1.628,463822.595471871,224162.224698884,108336.039409275,52358.0520788188,25304.2813124438,12229.3826320236,5910.3753121371,2856.44315673353,1380.49905069388,667.185560641807,322.446127076424,155.8359637858,75.3144341637365,36.3989406270843,17.5913540808614,8.50177870748177,4.10885033970341,1.98577870525184,0.95971299517235,0.463822595471871
1.629,462947.817692089,223739.45070049,108131.715685183,52259.3038483566,25256.5569815432,12206.317795831,5899.22823770884,2851.05585342594,1377.89540458792,665.927236642203,321.837987865663,155.542054347705,75.1723897826596,36.3302915686317,17.5581764698169,8.48574419951571,4.10110097386243,1.98203349080158,0.957902959155689,0.462947817692089
1.63,462075.563106057,223317.896144033,107927.981308873,52160.8404455657,25208.9703058691,12183.3194874492,5888.11331570739,2845.68408916192,1375.29926839332,664.672542130367,321.231602761021,155.248992656861,75.0307551119146,36.2618405203244,17.5250945556942,8.4697559412044,4.09337396015695,1.97829907898247,0.956098143975303,0.462075563106057
1.631,461205.822844042,222897.556742834,107724.834208621,52062.6608691971,25161.5208015249,12160.3874730142,5877.03043310795,2840.32780931738,1372.71061571062,663.421464347632,320.626965596322,154.956775733197,74.8895287112551,36.1935867861012,17.4921080020919,8.45381376996732,4.08566922001293,1.97457543182024,0.95429853127849,0.461205822844042
1.632,460338.588073489,222478.428228179,107522.272321388,51964.7641221983,25114.2079866421,12137.5215196423,5865.97947735946,2834.98695949718,1370.12942025105,662.17399058881,320.024070231239,154.665400609136,74.748709146471,36.1255296728184,17.4592164740185,8.43791752390544,4.07798667518571,1.97086251149977,0.95250410278947,0.460338588073489
1.633,459473.849998837,222060.506349236,107320.293592778,51867.1492116934,25067.0313813706,12114.7213954253,5854.96033638232,2829.66148553403,1367.55565583593,660.930108201929,319.42291055116,154.37486432953,74.6082949893599,36.0576684902358,17.4264196378857,8.42206704179784,4.07032624775833,1.96716028036435,0.950714840309018,0.459473849998837
1.634,458611.599861346,221643.786872967,107118.895976991,51769.8151489624,25019.990507869,12091.9868694258,5843.97289856608,2824.35133348738,1364.98929639616,659.689804587979,318.823480467074,154.085163951601,74.468284817698,35.9900025510026,17.3937171615015,8.40626216309851,4.06268786014004,1.96346870091492,0.948930725714089,0.458611599861346
1.635,457751.828938919,221228.265584042,106918.07743679,51672.7609494219,24973.0848902951,12069.3177116726,5833.01705276724,2819.05644964235,1362.43031597172,658.453067200661,318.225773915439,153.796296544882,74.3286772152111,35.9225311706433,17.3611087140638,8.39050272793307,4.05507143506465,1.95978773580925,0.94715174095746,0.457751828938919
1.636,456894.528545921,220813.938284757,106717.835943452,51575.9856326048,24926.3140547958,12046.7136931559,5822.09268830694,2813.77678050861,1359.87868871112,657.219883546125,317.629784858067,153.508259191159,74.1894707715465,35.8552536675442,17.3285939661535,8.37478857709554,4.04747689558903,1.95611734786128,0.945377868067354,0.456894528545921
1.637,456039.690033012,220400.800794943,106518.169476731,51479.4882221404,24879.6775294981,12024.1745858225,5811.19969496878,2808.51227281935,1357.33438887086,655.990241182726,317.035507281998,153.22104898441,74.050664082244,35.7881693629396,17.2961725897278,8.35911955204514,4.03990416509153,1.95245750004028,0.94360908914709,0.456039690033012
1.638,455187.304786963,219988.848951889,106319.076024818,51383.2677457351,24833.1748444992,12001.7001625719,5800.33796299655,2803.26287353017,1354.79739081495,654.764127720769,316.442935199376,152.934663030747,73.9122557487078,35.7212775808978,17.2638442581136,8.34349549490308,4.03235316727043,1.94880815547018,0.941845386374709,0.455187304786963
1.639,454337.36423049,219578.078610252,106120.553584297,51287.3232351525,24786.8055318572,11979.290197251,5789.50738309208,2798.02852981801,1352.26766901439,653.54153082226,315.852062647337,152.649098448358,73.7742443781785,35.654577648308,17.2316086460012,8.3279162484494,4.02482382614241,1.94516927742877,0.940086742002628,0.45433736423049
1.64,453489.859822079,219168.485641979,105922.60016011,51191.6537261941,24740.5691255818,11956.9444646499,5778.70784641297,2792.80918908011,1349.74519804663,652.322438200658,315.262883687881,152.364352367449,73.6366285837047,35.5880688948663,17.1994654294374,8.31238165611977,4.01731606604104,1.94154082934699,0.938333138357273,0.453489859822079
1.641,452644.783055815,218760.06593622,105725.213765511,51096.2582586799,24694.4651616246,11934.6627404972,5767.93924457047,2787.60479893293,1347.22995259507,651.10683762063,314.675392407757,152.080421930188,73.4994069841158,35.5217506530624,17.1674142858191,8.29689156200242,4.00982981161523,1.93792277480817,0.936584557838729,0.452644783055815
1.642,451802.125461207,218352.815399246,105528.392422029,51001.1358764291,24648.4931778701,11912.4448014558,5757.20146962726,2782.41530721113,1344.72190744856,649.894716897803,314.089582918342,151.797304290644,73.3625782039934,35.4556222581664,17.135454893887,8.2814458108349,4.00236498782774,1.93431507754735,0.934840982920387,0.451802125461208
1.643,450961.878603028,217946.72995437,105332.134159431,50906.285627241,24602.6527141263,11890.2904251181,5746.49441409533,2777.2406619665,1342.22103750089,648.686063898521,313.505449355525,151.514996614734,73.2261408736446,35.3896830482152,17.1035869337189,8.26604424800111,3.99492151995366,1.93071770145051,0.933102396148591,0.450961878603029
1.644,450124.034081137,217541.805541863,105136.437015676,50811.7065628758,24556.9433121157,11868.1993900016,5735.81797093378,2772.08081146691,1339.7273177503,647.480866539604,312.922985879589,151.233496080163,73.0900936290742,35.3239323639993,17.0718100867235,8.25068671952807,3.98749933357896,1.92713061055385,0.931368780142292,0.450124034081137
1.645,449288.583530314,217138.038118872,104941.299036884,50717.397739036,24511.3645154658,11846.1714755449,5725.17203354672,2766.93570419533,1337.24072329894,646.279112788102,312.342186675094,150.952799876369,72.9544351119573,35.2583695490499,17.0401240356341,8.23537307208293,3.98009835459891,1.92355376904308,0.929640117592695,0.449288583530314
1.646,448455.518620094,216735.423659343,104746.71827729,50623.3582153471,24465.9158697001,11824.2064621026,5714.55649578112,2761.80528884872,1334.76122935244,645.08079066106,311.763045950761,150.672905204467,72.8191639696124,35.1929939496254,17.0085284645017,8.22010315296989,3.97271850921672,1.91998714125272,0.927916391262919,0.448455518620094
1.647,447624.831054603,216333.958153936,104552.692799208,50529.5870553394,24420.5969222293,11802.3041309414,5703.97125192473,2756.6895143371,1332.28881121934,643.885888225278,311.185557939358,150.393809277194,72.6842788549747,35.1278049146988,16.9770230586897,8.20487681012716,3.96535972394197,1.91643069166537,0.926197583987654,0.447624831054603
1.648,446796.512572388,215933.63760995,104359.220672992,50436.0833264286,24375.4072223421,11780.4642642358,5693.4161967039,2751.58832978244,1329.82344431067,642.694393597068,310.609716897581,150.115509318853,72.5497784265685,35.0628017959443,16.9456075048667,8.18969389212389,3.95802192558919,1.912884384911,0.92448367867281,0.446796512572388
1.649,445970.554946255,215534.458051238,104166.299977,50342.8460998982,24330.3463211962,11758.6866450632,5682.89122528158,2746.50168451774,1327.36510413941,641.506294942028,310.035517105945,149.838002565255,72.4156613484815,34.9979839477248,16.9142814910008,8.17455424815723,3.95070504127643,1.90934818576627,0.922774658295192,0.445970554946255
1.65,445146.949983108,215136.415518135,103973.928797553,50249.8744508801,24285.4137718093,11736.9710574004,5672.39623325518,2741.42952808595,1324.91376632001,640.321580474795,309.462952868669,149.56128626367,72.2819262903376,34.9333507270786,16.8830447063531,8.15945772804928,3.94340899842373,1.9058220591538,0.921070505902149,0.445146949983108
1.651,444325.689523782,214739.506067373,103782.105228897,50157.1674583372,24240.6091290505,11715.3172861186,5661.93111665452,2736.37181023899,1322.46940656794,639.140238458823,308.89201851356,149.285357672765,72.1485719272707,34.8689014937075,16.8518968414719,8.14440418224414,3.9361337247518,1.9023059701415,0.919371204611244,0.444325689523782
1.652,443506.765442885,214343.725772007,103590.827373166,50064.7242050442,24195.9319496313,11693.7251169798,5651.49577193976,2731.3284809368,1320.03200069917,637.96225720614,308.322708391905,149.010214062558,72.0155969398985,34.804635609963,16.8208375881862,8.12939346180494,3.92887914828046,1.89879988394187,0.917676737609918,0.443506765442885
1.653,442690.169648636,213949.070721335,103400.093340347,49972.5437775703,24151.381792097,11672.1943366317,5641.09009599934,2726.29949034628,1317.60152462973,636.787625077127,307.755016878354,148.735852714356,71.8830000142964,34.7405524408346,16.7898666395998,8.11442541841089,3.92164519732732,1.89530376591129,0.915987088155159,0.442690169648636
1.654,441875.894082705,213555.537020823,103209.901248237,49880.6252662608,24106.9582168178,11650.7247326044,5630.71398614799,2721.28478884035,1315.17795437519,635.616330480278,307.188938370815,148.462270920707,71.7507798419716,34.6766513539368,16.7589836900852,8.09949990435435,3.91443180050631,1.89181758154938,0.91430223957317,0.441875894082705
1.655,441063.930720054,213163.120792026,103020.249222411,49788.9677652187,24062.66078598,11629.3160933057,5620.36734012465,2716.28432699695,1312.76126605021,634.448361871979,306.62446729034,148.189465985344,71.618935119837,34.6129317194968,16.7281884352775,8.08461677253793,3.90723888672629,1.88834129649829,0.912622175259039,0.441063930720054
1.656,440254.271568778,212771.818172513,102831.135396183,49697.5703722879,24018.4890635778,11607.968208017,5610.05005609049,2711.29805559809,1310.35143586808,633.283707756276,306.061598081014,147.917435223133,71.4874645501857,34.5493929103418,16.6974805720688,8.06977587647156,3.90006638518963,1.88487487654202,0.910946878676412,0.440254271568778
1.657,439446.908669952,212381.625315789,102642.557910569,49606.4321890343,23974.4426154043,11586.6808668891,5599.7620326269,2706.32592562885,1307.94844014024,632.122356684652,305.500325209849,147.646175960018,71.3563668406659,34.4860343018873,16.6668597986014,8.05497707026966,3.89291422539084,1.88141828760575,0.909276333357172,0.439446908669952
1.658,438641.834097467,211992.538391222,102454.514914252,49515.552320729,23930.5210090433,11565.4538609382,5589.50316873346,2701.36788827646,1305.5522552758,630.964297255797,304.940643166672,147.375685532973,71.2256407042546,34.4228552721238,16.6363258142626,8.04022020864819,3.88578233711515,1.87797149575518,0.907610522901105,0.438641834097467
