theta,E=0.010000,E=0.014384,E=0.020691,E=0.029764,E=0.042813,E=0.061585,E=0.088587,E=0.127427,E=0.183298,E=0.263665,E=0.379269,E=0.545559,E=0.784760,E=1.128838,E=1.623777,E=2.335721,E=3.359818,E=4.832930,E=6.951928,E=10.000000
0.067,102974411378.893,49766814655.2179,24051954342.4598,11624141743.8421,5617866613.12589,2715075743.08388,1312177165.87628,634166070.332683,306488037.758705,148123530.544456,71587068.981231,34597531.0370113,16720745.3928697,8081019.60206591,3905500.39933154,1887501.09766835,912216.113025874,440867.683675514,213068.275964448,102974.411378893
0.068,97051589022.718,46904355928.9332,22668548008.9674,10955551113.7054,5294741425.76452,2558911594.19959,1236704122.1439,597690474.807561,288859636.900377,139603847.387869,67469565.5461788,32607570.3511426,15759011.2756393,7616220.21240303,3680866.0968144,1778936.90634279,859747.796717537,415510.112430162,200813.138679608,97051.589022718
0.069,91548631249.1878,44244814826.4055,21383210347.4543,10334356388.5952,4994522348.6619,2413817808.60705,1166581307.762,563800607.803556,272480900.597894,131688118.393283,63643948.9443513,30758676.5355272,14865453.7926997,7184370.11448294,3472155.95713758,1678068.75182873,810998.921311543,391950.121025563,189426.75919163,91548.6312491878
0.07,86430319887.7364,41771170651.4871,20187715374.2113,9756582007.97057,4715288021.1426,2278865806.09552,1101359946.39263,532279578.847269,257247007.19852,124325683.987181,60085735.7572765,29039016.9248173,14034354.2994347,6782705.52725673,3278034.26420068,1584251.09185298,765657.500730658,370036.928767047,178836.266242648,86430.3198877364
0.071,81664835637.1869,39468045357.8952,19074630986.7493,9218636088.54587,4455302511.07222,2153216622.77456,1040634572.64025,502931429.341626,243063251.279326,117470773.699342,56772805.4359968,27437900.812018,13260546.0517334,6408729.39933957,3097294.2104892,1496900.68476265,723441.658352817,349634.306649582,168975.821304884,81664.8356371869
0.072,77223388293.7614,37321524840.9887,18037232595.3621,8717268683.02777,4212995141.59594,2036111161.47749,984038320.139804,475578855.3317,229843943.075792,111081974.264356,53685143.2382454,25945655.2118172,12539354.1632748,6060182.39078515,2928843.87276856,1415489.81167588,684096.351323859,330618.994240968,159785.853471336,77223.3882937614
0.073,73079891627.3024,35319001807.7136,17069427183.267,8249535078.91096,3986942753.70272,1926861619.38244,931238778.585674,450061205.235732,217511440.799182,105121761.947368,50804614.2047375,24553515.6249048,11866542.8126846,5735017.35867298,2771693.88114646,1339540.3170257,647390.490393951,312879.307718872,151212.386729793,73079.8916273024
0.074,69210676995.1664,33449037368.1962,16165686414.7872,7812763470.12937,3775854082.1597,1824843937.01042,881934344.3852,426232716.141418,205995298.250843,99556090.5920107,48114764.0656117,23253529.817444,11238268.7408255,5431376.88267313,2624946.55733506,1268618.35915794,613114.40291817,296313.913756709,143206.447390434,69210.6769951664
0.075,65594240632.6546,31701238902.9708,15320987609.4355,7404526430.2424,3578555968.70222,1729491135.15624,835851000.443839,403960957.498548,195231512.669713,94354028.1103561,45600643.5585589,22038472.9152491,10651040.2164052,5147573.43341086,2487786.33016,1202329.77821357,581077.594186364,280830.74758998,135723.541194833,65594.2406326546
0.076,62211020276.8097,30066152106.8194,14530761567.4545,7022615696.88273,3393981175.53332,1640287425.23783,792739469.738091,383125455.460655,185161859.886238,89487435.1674385,43248653.1392943,20901772.3534396,10101680.7646682,4882071.84279633,2359471.26359301,1140316.00168598,551106.76860754,266346.056668495,128723.191119751,62211.0202768097
0.077,59043197388.6767,28535165404.1696,13790846374.4458,6665019845.85568,3221157595.37167,1556762994.58768,752372695.083233,363616474.874348,175733305.66631,84930680.6878884,41046405.4878978,19837441.4267139,9587297.05270616,4633473.78321934,2239325.55565502,1082250.41919317,523044.07766256,252783.553904126,122168.528147688,59043.1973886767
0.078,56074521755.6368,27100425180.6267,13097446433.3602,6329904491.58603,3059198682.46573,1478489381.82875,714543604.084742,345333939.095919,166897483.666176,80660389.5551799,38982603.5736206,18840020.3589206,9105250.40879351,4400504.00304259,2126732.88612606,1027835.16747236,496745.566114464,240073.666735104,116025.928344888,56074.5217556368
0.079,53290155694.9816,25754760487.6473,12447096074.7924,6015594700.22719,2907294952.97199,1405075369.06654,679063123.863405,328186470.521844,158610231.727516,76655218.5062784,37046932.3463318,17904523.9582909,8653131.52452565,4181998.10032184,2021130.50766951,976798.274661586,472079.791859669,228152.870109726,110264.690497023,53290.1556949816
0.08,50676535454.7641,24491616058.5383,11836627184.0799,5720559344.06403,2764706423.54713,1336163327.51345,645758414.921039,312090537.028405,150831179.357668,72895656.7637112,35229962.3833888,17026395.0506425,8228737.94941186,3976891.64609954,1922003.98919579,928891.119803987,448926.598124147,216963.093097334,104856.749328416,50676.5354547641
0.081,48221247728.3384,23304992628.7946,11263140358.5393,5443397162.00627,2630755874.48158,1271425961.60823,614471297.596158,296969691.488689,143523380.193501,69363848.4079201,33523064.0434344,16201462.9905092,7830054.0395933,3784210.49376013,1828882.53244139,883886.169383168,427176.019546727,206451.190206009,99776.4199935751,48221.2477283384
0.082,45912919473.3532,22189393686.3878,10723979172.2517,5182824321.93889,2504822838.67036,1210563403.92751,585056848.054963,282753893.224831,136652984.064017,66043433.8874053,31918330.8693556,15425906.6423247,7455233.06690758,3603062.13246576,1741334.79314466,841574.957726593,406727.30612216,196568.469661062,95000.1700974718,45912.9194733532
0.083,43741119461.3785,21139777891.3875,10216707180.7977,4937663307.27106,2386338230.55965,1153300619.39316,557382143.762872,269378901.703153,130188943.967442,62919408.4027972,30408511.1462924,14696221.3028863,7102581.23274615,3432627.96116511,1658965.14712818,801766.282429241,387488.051061954,187270.271906255,90506.4159881295,43741.1194613785
0.084,41696270186.7338,20151516502.1124,9739087345.61365,4706832972.87078,2274779540.24938,1099385082.61556,531325140.960743,256785734.026257,124102753.880934,59977995.1921195,28986946.6612905,14009189.1043218,6770543.36401466,3272156.37555077,1581410.34927347,764284.589659407,369373.410423935,178515.592456221,86275.3404838223,41696.2701867338
0.085,39769568937.4093,19220355229.2569,9289063598.35664,4489339635.2514,2169666527.44252,1048584696.80939,506773668.89137,244920178.849705,118368213.839914,57206531.9952649,27647517.8323738,13361852.4953531,6457690.09681275,3120956.57402117,1508336.53998562,728968.527403921,352305.403905753,170266.743974835,82288.7295579134,39769.5689374093
0.086,37952916981.4013,18342380012.1418,8864744300.8054,4284269078.85691,2070557358.13855,1000685926.6845,483624527.438674,233732360.277334,112961219.171707,54593369.1920876,26384594.4793952,12751490.4491922,6162706.377876,2978393.00050759,1439436.55945036,695669.647467334,336212.287530143,162489.053098381,78529.8258156055,37952.9169814013
0.087,36238855951.8253,17513986274.0822,8464387386.19426,4090779374.97236,1977045134.06296,955492121.143401,461782676.499101,223176346.09011,107859571.155285,52127778.2955758,25192991.5994252,12175597.0900946,5884381.13493847,2843880.35223252,1374427.53491847,664251.23942331,321027.990101768,155150.588079075,74983.196865955,36238.8559518253
0.088,34620510626.7798,16731851268.2959,8086386994.18322,3908094422.49815,1888754770.96849,912822004.586028,441160506.83975,213209795.356947,103042806.714028,49799869.6435532,24067929.587726,11631862.4684337,5621597.9854601,2716879.08930241,1313048.71052329,634587.281780568,306691.606313036,148221.913806641,71634.6169255093,34620.5106267798
0.089,33091537397.6245,15992909172.9807,7729261434.48302,3735498130.85395,1805340187.27323,872508318.198159,421677183.442527,203793641.077515,98492045.0392164,47600518.27288,23004998.4132689,11118155.2469782,5373326.86902564,2596891.39070441,1255059.4928422,606561.497416359,293146.940241689,141675.871183884,68470.9601920591,33091.5373976245
0.09,31646077804.2159,15294328635.2189,7391642333.98034,3572329174.86007,1726481769.13133,834396594.837767,403258053.415275,194891804.029826,94189849.2945549,45521297.082217,22000125.3167655,10632507.0895764,5138616.50250423,2483457.50793765,1200237.68863199,580066.501886303,280342.093734885,135487.378195584,65480.1047026246,31646.0778042159
0.091,30278716589.5186,14633492499.0629,7072264839.46338,3417976259.78304,1651884082.06258,798344053.08156,385834111.492181,186470934.450302,90120101.7719598,43554416.4956868,21049545.6505353,10173098.5682669,4916587.5690548,2376152.47330709,1148377.91397029,555003.034573497,268229.094828934,129633.250326348,62650.8455426551,30278.7165895186
0.092,28984443790.4069,14007979484.2841,6769958763.08893,3271873842.00163,1581273802.78016,764218597.691759,369341516.966341,178500178.570659,86267891.0604595,41692669.9323908,20149776.5243043,9738246.42647735,4706426.56251857,2274583.12496133,1099290.15647706,531279.263820229,256763.561924292,124092.03825873,59972.816406662,28984.4437904069
0.093,27758620437.6947,13415547609.437,6483640570.86473,3133498257.09628,1514397847.92325,731897915.245626,353721156.613821,170950967.382151,82619409.9574292,39929384.4676216,19297592.9601125,9326392.05485773,4507380.21786973,2178385.41516827,1052798.47442304,508810.158216134,245904.399933523,118843.881023657,57436.4186268454,27758.6204376947
0.094,26596947487.5923,12854119176.649,6212306125.90319,3002364212.71421,1451021679.08322,701268654.966443,338918248.794987,163796825.300507,79161862.9976878,38258376.14232,18490006.293687,8936091.0528142,4318750.46637763,2087221.97218023,1008739.81839612,487516.917117799,235613.525055389,113870.372985667,55032.7568879875,26596.9474875923
0.095,25495437649.8392,12321767156.3528,5955024108.25779,2878021608.42229,1390927765.8607,672225685.929722,324881984.46744,157013196.669989,75883382.6041202,36673909.4392562,17724244.5895623,8566003.76327376,4139889.86112452,2000779.88941853,966962.962829706,467326.454263863,225855.615209634,109154.443229787,52753.58093597,25495.4376498392
0.096,24450389815.5145,11816702828.4267,5710930041.97196,2760052649.02141,1333914190.75057,644671422.813838,311565201.326008,150577288.277516,72772952.9758542,35170660.4987166,16997734.8634788,8214886.68089322,3970197.42465292,1918768.71867048,927327.536128813,448170.929041719,216597.883501452,104680.246078481,50591.2326653822,24450.3898155145
0.097,23458365820.6841,11337264552.2262,5479220867.71418,2648069221.53892,1279793381.46066,618515213.238523,298924087.707711,144467926.252007,69820340.928708,33743683.6941742,16308086.9286375,7881584.64506689,3809114.87590066,1840918.64659338,889703.139387172,429987.320569649,207809.87237835,100433.061609107,48538.5980402991,23458.3658206841
0.098,22516169311.2008,10881907552.0904,5259150006.18398,2541710509.40714,1228390957.86094,593672780.503424,286917913.271197,138665425.903628,67016032.9894073,32388381.2303629,15653078.702661,7565023.7388834,3656123.19831628,1766978.83610864,853968.544794576,412717.040292683,199463.266400434,96399.2051670953,46589.0633626337,22516.1693112008
0.099,21620826499.6519,10449194617.3081,5050022863.47096,2440640820.23475,1179544682.16051,570065716.216004,275508783.787339,133151473.215796,64351178.1214996,31100475.4631112,15030642.8299629,7264204.82380994,3510739.51521699,1696715.91628409,820010.965807536,396305.579261168,191531.721772599,92565.9449800506,44736.4754556055,21620.8264996519
0.1,20769568628.0942,10037787626.4808,4851192734.83803,2344547606.13383,1133103502.14552,547621017.895064,264661417.66625,127909016.842249,61817535.5282888,29875983.672865,14438854.4899665,6978197.64748968,3372514.24212832,1629912.60607958,787725.392015131,380702.186676072,183990.710987718,88921.4270748857,42975.1053767168,20769.5686280942
0.101,19959815970.2062,9646439815.87371,4662057068.06986,2253139657.8222,1088926678.40141,526270667.163368,254342942.100718,122922169.584586,59407427.0376192,28711195.0525855,13875920.2755172,6706135.4687558,3241028.48909085,1566366.45889997,757013.982390221,365859.576651533,176817.381107025,85454.6067857208,41299.6153159969,19959.8159702063
0.102,19189163224.1673,9273988719.89669,4482054051.65621,2166145455.71623,1046882987.40758,505951244.608841,244522706.931308,118176118.434574,57113693.6259489,27602649.6961371,13340168.0381164,6447210.14990414,3115891.68878985,1505888.71628668,727785.511286591,351733.660469138,169990.424360482,82155.186215942,39705.0283718519,19189.1632241673
0.103,18455366163.2168,8919349719.41244,4310659496.73448,2083311662.99546,1006849993.246,486603577.806434,235172114.537792,113657042.361855,54929655.6857241,26547119.3957871,12830037.6074874,6200667.67152387,2996739.4289042,1448303.26030714,699954.862136041,338283.30188526,163489.959888517,79013.5570848097,38186.7009292292,18455.3661632168
0.104,17756329424.7179,8581510140.27603,4147383984.95501,2004401747.18573,968713381.421998,468172419.358346,226264464.238225,109352037.113115,52849076.6813396,25541590.0773843,12344072.3026195,5965804.02984458,2883231.46932291,1393445.65528924,673442.564325378,325470.093306943,157297.425569389,76020.7484483791,36740.2973935028,17756.3294247179
0.105,17090095330.8522,8259523850.45496,3991770257.30684,1929194718.19696,932366348.966699,450606152.13479,217774809.833869,105249046.364532,50866129.8755987,24583245.7194899,11880911.1599962,5741961.48069303,2775049.92687556,1341162.27051432,648174.369200022,313258.150877396,151395.478985444,73168.3788371807,35361.7670589484,17090.0953308522
0.106,16454833645.0082,7952506309.3628,3843390821.49521,1857483971.98534,897709045.58703,433856519.185694,209679829.077403,101336798.636674,48975367.8411237,23669453.6184541,11439281.8123099,5528525.09782562,2671897.61199843,1291309.47633949,624080.861555536,301613.926712566,145767.906678353,70448.6123999116,34047.3229132954,16454.8336450082
0.107,15848832177.6461,7659630027.73948,3701845757.73344,1789076230.10785,864648061.159818,417878376.050172,201957703.965814,97604749.4408903,47171694.5001098,22797750.875425,11017993.9577267,5324919.61666982,2573496.50333675,1243752.90698348,601097.1033472,290506.036708458,140399.540929594,67854.1186840228,32793.422199965,15848.8321776461
0.108,15270488164.0839,7380120400.59531,3566760704.83373,1723790566.41405,833095955.338717,402629463.418831,194588010.869679,94043028.1795599,45450339.4615851,21965831.9937246,10615933.3657858,5130606.53741691,2479586.34768961,1198366.78388988,579162.306676139,279905.102497608,135276.183379122,65378.0357211535,31596.7485775187,15270.4881640839
0.109,14718300344.3649,7113251879.46623,3437785010.28497,1661457512.9915,802970825.463882,388070198.307532,187551619.608901,90642389.3700963,43806834.4483133,21171537.486136,10232056.3713802,4945081.46400142,2389923.37395732,1155033.29418677,558219.53340324,269783.606274594,130384.534863542,63013.9361184125,30454.1957318104,14718.3003443649
0.11,14190861682.257,6858344453.55692,3314590029.61361,1601918238.25881,774195909.340058,374163482.082812,180830600.672732,87394167.8050342,42236991.6259764,20412843.4015483,9865384.81305727,4767871.6578171,2304279.11086935,1113642.01930297,538215.419003344,260115.757336683,125712.130916145,60755.7958859927,29362.8523105907,14190.861682257
0.111,13686852666.5859,6614760412.32192,3196867561.7618,1545023790.79477,746699219.784482,360874523.841436,174408139.860346,84290237.2984117,40736883.6655883,19687851.6892601,9515001.37615412,4598533.78708671,2222439.29927053,1074089.40928347,519099.918505577,250877.369298574,121247.282425641,58597.965757953,28319.9880630403,13686.8526665859
0.112,13205035143.6089,6381901364.69501,3084328408.50168,1490634403.11337,720413208.146195,348170677.791623,168268459.688316,81322972.7025554,39302825.3864725,18994781.3271589,9180045.30510842,4436651.85465171,2144202.89063617,1036278.29877885,500826.0725744,242045.747040995,116979.020999212,56535.144786561,27323.0410781003,13205.0351436089
0.113,12744246634.0623,6159205492.5576,2976701047.05589,1438618850.15046,695274454.267148,336021293.413417,162396746.97417,78485214.909715,37931356.8417965,18331960.1470774,8859708.45271024,4281835.28860331,2069381.12428746,1000117.46106984,483349.791972806,233599.582543274,112897.048619113,54562.3560116816,26369.6060256573,12744.2466340623
0.114,12303395092.9283,5946145018.17086,2873730406.12507,1388853857.7265,671223380.596341,324397577.292041,156779086.061412,75770238.5801843,36619227.7217969,17697817.2969817,8553231.63713011,4133717.18165947,1997796.67649457,965521.196834873,466629.658816525,225518.858830881,108991.691221196,52674.9240255992,25457.4233137788,12303.3950929283
0.115,11881454073.9303,5742223867.20994,2775176736.44873,1341223556.6964,648203988.384277,313272465.622519,151402397.2019,73171722.3629314,35363382.9616188,17090876.2853401,8259901.28031089,3991952.6665232,1929282.87529871,932408.95467898,450626.743178312,217784.761341558,105253.855858775,50868.4542706145,24584.3690833857,11881.4540739303
0.116,11477458264.3196,5546975510.75754,2680814567.85571,1295618978.89935,626163614.079015,302620506.477584,146254379.656742,70683721.396662,34160949.4512709,16509748.5581368,7979046.30378359,3856217.41565199,1863682.97546115,900704.980721757,435304.433736237,210379.596078822,101674.991146785,49138.8139219811,23748.4459691093,11477.4582643196
0.117,11090499358.7123,5359960971.15813,2590431745.50746,1251937591.38192,605052704.219437,292417751.015172,141323459.117637,68300641.8989189,33009223.7547146,15953127.5635941,7710035.26018865,3726206.25494202,1800849.48846645,870337.994792596,420628.281281104,203286.713980192,98247.0507094755,47482.1142224317,22947.7745616908,11090.4993587123
0.118,10719722243.6116,5180766978.02406,2503828538.70865,1210082865.6924,584824607.278234,282641652.877583,136598739.087197,66017217.6685288,31905660.7536606,15419783.2637978,7452273.68078313,3601631.88179692,1740643.56297404,841240.891007251,406565.854007199,196490.440980214,94962.4593803576,45894.6941468472,22180.58551323,10719.7222436116
0.119,10364321466.8373,5009004261.93563,2420816816.26435,1169963879.3367,565435381.048304,273270975.102669,132069955.889768,63828488.3426496,30847863.1393516,14908557.0561495,7205201.62101373,3482223.67892035,1682934.41153247,813350.460702824,393086.603608694,189976.013295793,91814.0819260548,44373.1052867134,21445.2122319485,10364.3214668373
0.12,10023537968.42,4844305974.5049,2341219282.90786,1131494946.74927,546843614.293566,264285703.928924,127727437.014032,61729779.2640384,29833571.6825531,14418357.0709209,6968291.38785784,3367726.61595573,1627598.77974954,786607.135891401,380161.741292587,183729.517504104,88795.1940863782,42914.0978539905,20740.0841179578,10023.53796842
0.121,9696656051.61972,4686326224.49027,2264868771.81508,1094595277.3702,529010261.500027,255666968.931823,123562062.515459,59716682.8271256,28860656.2182414,13948153.8142163,6741045.43409758,3257900.23180362,1574520.45445337,760954.751557741,367764.122898826,177737.835021956,85899.4557415888,41514.607713038,20063.7202958786,9696.65605161973
0.122,9383000574.63082,4534738720.56694,2191607588.66502,1059188658.63425,511898489.666571,247396968.978878,119565229.230902,57785041.1831789,27927107.2871299,13496976.1283808,6522994.40601326,3152517.69108558,1523589.80768799,736340.325275502,355868.142390374,171988.59063028,83120.8860346417,40171.7443573697,19414.7238040906,9383.00057463082
0.123,9081934345.25089,4389235512.18863,2121286903.10694,1025203161.87118,495473536.168659,239458903.536159,115728817.579514,55930930.1954186,27031028.3812885,13063907.444362,6313695.33217599,3051364.90880026,1474703.37366576,712713.8527513,344449.633041073,166470.104718915,80453.840291425,38882.779755365,18791.7762039429,9081.93434525089
0.124,8792855702.34505,4249525820.72615,2053766183.85788,992570869.292289,479702576.812815,231836908.899944,112045160.743955,54150644.5445091,26170628.7457309,12648082.3027678,6112729.94209907,2954239.73773935,1427763.45605108,690028.118027698,333485.775708082,161171.348955315,77892.9885957541,37645.1379957145,18193.6325754695,8792.85570234505
0.125,8515196269.34226,4115334953.74776,1988912673.98188,961227620.396565,464554603.276493,224515998.964267,108507016.043755,52440683.8935053,25344216.6920305,12248683.1223829,5919703.10448478,2860951.21370315,1382677.76317845,668238.51718659,322955.013628942,156081.905106567,75433.2958883414,36456.3856693895,17619.1168690627,8515.19626934226
0.126,8248418866.2739,3986403295.92209,1926600903.2004,931112776.273685,450000309.197359,217482010.168655,105107538.328946,50797740.0291804,24550193.3838133,11864937.1967415,5734241.3756887,2771318.85398352,1339359.0690141,647302.894494353,312836.973231678,151191.926767464,73070.0034702404,35314.2229303868,17067.117585193,8248.4188662739
0.127,7992015568.01939,3862485370.58171,1866712234.35254,902169000.411423,436011984.239042,210721550.300853,101840255.236771,49218684.9037657,23787047.0574145,11496113.9010108,5555991.64982599,2685172.00496962,1297724.8978584,627181.390020731,303112.390490066,146492.103768521,70798.6118014875,34216.4751824312,16536.5837566512,7992.01556801939
0.128,7745505897.47107,3743348966.49237,1809134441.36873,874342054.733256,422563415.517531,204221950.856884,98699044.1676349,47700559.5075891,23053347.6441019,11141522.0929487,5384619.90267269,2602349.23508422,1257697.23095626,607836.297845645,293763.042395973,141973.629057033,68614.8644949506,33161.085343315,16026.5212099566,7745.50589747107
0.129,7508435143.28183,3628774324.83216,1753761316.34341,847580609.699349,409629795.824306,197971222.685926,95678110.8485837,46240563.5089539,22347741.7631021,10800507.6930689,5219810.02217596,2522697.76957741,1219202.23333682,589231.934042771,284771.683156743,137628.16786172,66514.7334138134,32146.1066426158,15535.989084545,7508.43514328183
0.13,7280372792.72368,3518553381.80293,1700492303.49443,821836067.401677,397187638.129446,191958014.670269,92771969.3636146,44836045.6029265,21668948.0572366,10472451.4303859,5061262.71898861,2446072.96399559,1182169.99934471,571334.513696541,276121.98475837,133447.828967318,64494.4047887902,31169.6959122431,15064.0965901366,7280.37279272368
